customer_id,age,gender,city_tier,state,income_band,occupation,membership_level,days_since_last_purchase,avg_order_value,total_orders,preferred_channel,product_id,category,sub_category,brand,base_price,discount_percent,final_price,avg_product_rating,stock_level,color,size,material,season,is_returnable,purchase_flag,quantity,payment_mode,delivery_type,time_on_page,added_to_cart,wishlist_flag,returned_flag,rating_given,review_sentiment_label,product_title,product_description,customer_review_text,customer_query,policy_doc_id,policy_text_snippet,image_path,recommended_use_case,style_tags,occasion_tags
C329,39,Female,Tier-2,Maharashtra,Low,Self-Employed,Platinum,38,5484.34,14,App,P1179,Shoes,Running,Nike,6621.33,10,5959.2,3.9,86,Blue,M,Mesh,Winter,1,0,2,COD,Express,150.0,1,0,0,4,positive,Nike Blue Running Mesh Shoes,"A blue running from Nike made with mesh. Designed for office and suitable for customers looking for comfort, style, and dependable value in shoes.",Loved the blue shoes product. Good quality and worth the price.,Need a blue running for office under Rs. 6959,POL_WARRANTY,Watches and selected accessories carry a 6-month manufacturer warranty against manufacturing defects only. Physical damage is not covered.,images/P1179.jpg,Office,"Blue, Mesh, Office",Office
C330,32,Male,Tier-2,Karnataka,High,Student,Gold,14,1727.69,9,Store,P1180,Accessories,Wallet,Skybags,2796.11,15,2376.69,4.4,173,Blue,S,Fabric,Winter,1,0,3,UPI,Standard,285.7,1,1,0,2,negative,Skybags Blue Wallet Fabric Accessorie,"A blue wallet from Skybags made with fabric. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Not fully satisfied with the accessories item. Quality and fit could be better.,Need a blue wallet for sports under Rs. 3376,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1180.jpg,Sports,"Blue, Fabric, Sports",Sports
C331,24,Female,Tier-1,Tamil Nadu,High,Self-Employed,Gold,10,3264.46,7,Web,P1181,Accessories,Watch,Skybags,4180.55,40,2508.33,4.2,172,Grey,XL,Leather,Winter,0,1,2,UPI,Standard,172.9,1,0,0,4,positive,Skybags Grey Watch Leather Accessorie,"A grey watch from Skybags made with leather. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the grey accessories product. Good quality and worth the price.,Need a grey watch for sports under Rs. 3508,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1181.jpg,Sports,"Grey, Leather, Sports",Sports
C332,45,Male,Tier-3,Karnataka,High,Student,Silver,47,3196.46,10,Web,P1182,Accessories,Watch,Skybags,3873.86,5,3680.17,3.7,195,Brown,NA,Leather,Summer,1,0,1,UPI,Express,46.4,1,0,0,2,negative,Skybags Brown Watch Leather Accessorie,"A brown watch from Skybags made with leather. Designed for office and suitable for customers looking for comfort, style, and dependable value in accessories.",Not fully satisfied with the accessories item. Quality and fit could be better.,Need a brown watch for office under Rs. 4680,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1182.jpg,Office,"Brown, Leather, Office",Office
C333,40,Female,Tier-1,Maharashtra,Medium,Self-Employed,Platinum,61,2833.63,13,Store,P1183,Apparel,Jacket,Zara,4065.82,25,3049.37,4.3,18,Black,XL,Polyester,Monsoon,1,1,1,Debit Card,Standard,206.6,1,0,1,4,positive,Zara Black Jacket Polyester Apparel,"A black jacket from Zara made with polyester. Designed for casual and suitable for customers looking for comfort, style, and dependable value in apparel.",Loved the black apparel product. Good quality and worth the price.,Need a black jacket for casual under Rs. 4049,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1183.jpg,Casual,"Black, Polyester, Casual",Casual
C334,51,Female,Tier-3,Telangana,Low,Student,Silver,77,2368.93,5,App,P1184,Shoes,Formal,Adidas,4937.45,15,4196.83,3.5,34,Red,S,Mesh,Summer,1,0,1,Wallet,Express,214.2,1,0,0,2,negative,Adidas Red Formal Mesh Shoes,"A red formal from Adidas made with mesh. Designed for office and suitable for customers looking for comfort, style, and dependable value in shoes.",Not fully satisfied with the shoes item. Quality and fit could be better.,Need a red formal for office under Rs. 5196,POL_WARRANTY,Watches and selected accessories carry a 6-month manufacturer warranty against manufacturing defects only. Physical damage is not covered.,images/P1184.jpg,Office,"Red, Mesh, Office",Office
C335,24,Male,Tier-3,Karnataka,Medium,Engineer,Silver,11,3762.24,7,App,P1185,Apparel,Shirt,Roadster,5497.2,25,4122.9,3.7,168,Olive,NA,Denim,All-Season,1,0,3,Wallet,Express,10.0,0,0,0,2,negative,Roadster Olive Shirt Denim Apparel,"A olive shirt from Roadster made with denim. Designed for winter and suitable for customers looking for comfort, style, and dependable value in apparel.",Not fully satisfied with the apparel item. Quality and fit could be better.,Need a olive shirt for winter under Rs. 5122,POL_WARRANTY,Watches and selected accessories carry a 6-month manufacturer warranty against manufacturing defects only. Physical damage is not covered.,images/P1185.jpg,Winter,"Olive, Denim, Winter",Winter
C336,28,Male,Tier-2,Telangana,Low,Student,Platinum,83,3769.08,3,Web,P1186,Apparel,Jacket,H&M,2780.16,25,2085.12,4.5,10,White,S,Denim,Winter,1,0,1,UPI,Standard,96.9,1,0,0,3,neutral,H&M White Jacket Denim Apparel,"A white jacket from H&M made with denim. Designed for casual and suitable for customers looking for comfort, style, and dependable value in apparel.",The product was average. The white look was fine but overall experience was mixed.,Need a white jacket for casual under Rs. 3085,POL_WARRANTY,Watches and selected accessories carry a 6-month manufacturer warranty against manufacturing defects only. Physical damage is not covered.,images/P1186.jpg,Casual,"White, Denim, Casual",Casual
C337,54,Female,Tier-1,Tamil Nadu,High,Engineer,Silver,14,3706.71,14,App,P1187,Apparel,Shirt,Uniqlo,3987.59,5,3788.21,3.2,82,Black,L,Cotton,All-Season,1,0,2,COD,Express,240.5,1,1,0,4,positive,Uniqlo Black Shirt Cotton Apparel,"A black shirt from Uniqlo made with cotton. Designed for casual and suitable for customers looking for comfort, style, and dependable value in apparel.",Loved the black apparel product. Good quality and worth the price.,Need a black shirt for casual under Rs. 4788,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1187.jpg,Casual,"Black, Cotton, Casual",Casual
C338,51,Female,Tier-1,Karnataka,High,Self-Employed,Bronze,25,2572.92,1,App,P1188,Apparel,Jeans,Levis,5258.32,30,3680.82,4.7,61,Navy,L,Denim,Winter,1,1,1,COD,Standard,173.9,1,0,0,5,positive,Levis Navy Jeans Denim Apparel,"A navy jeans from Levis made with denim. Designed for travel and suitable for customers looking for comfort, style, and dependable value in apparel.",Loved the navy apparel product. Good quality and worth the price.,Need a navy jeans for travel under Rs. 4680,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1188.jpg,Travel,"Navy, Denim, Travel",Travel
C339,35,Female,Tier-3,Maharashtra,Medium,Teacher,Gold,33,3326.85,6,Web,P1189,Shoes,Running,Adidas,1081.45,30,757.01,4.4,75,Red,NA,Synthetic,All-Season,1,1,1,UPI,Express,121.6,1,0,0,4,positive,Adidas Red Running Synthetic Shoes,"A red running from Adidas made with synthetic. Designed for sports and suitable for customers looking for comfort, style, and dependable value in shoes.",Loved the red shoes product. Good quality and worth the price.,Need a red running for sports under Rs. 1757,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1189.jpg,Sports,"Red, Synthetic, Sports",Sports
C340,47,Male,Tier-3,Karnataka,High,Self-Employed,Silver,21,2766.34,10,Web,P1190,Apparel,Jacket,Levis,499.0,40,299.4,4.3,78,Black,NA,Denim,Summer,0,1,1,UPI,Express,241.6,1,0,0,3,neutral,Levis Black Jacket Denim Apparel,"A black jacket from Levis made with denim. Designed for office and suitable for customers looking for comfort, style, and dependable value in apparel.",The product was average. The black look was fine but overall experience was mixed.,Need a black jacket for office under Rs. 1299,POL_SHIPPING,Standard delivery usually takes 3 to 5 business days. Express delivery usually takes 1 to 2 business days in serviceable locations.,images/P1190.jpg,Office,"Black, Denim, Office",Office
C341,40,Male,Tier-1,Karnataka,Low,Teacher,Gold,38,3703.81,5,Store,P1191,Shoes,Running,Skechers,3544.67,10,3190.2,4.3,27,Blue,XL,Mesh,All-Season,1,0,1,Credit Card,Express,47.7,1,0,0,2,negative,Skechers Blue Running Mesh Shoes,"A blue running from Skechers made with mesh. Designed for travel and suitable for customers looking for comfort, style, and dependable value in shoes.",Not fully satisfied with the shoes item. Quality and fit could be better.,Need a blue running for travel under Rs. 4190,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1191.jpg,Travel,"Blue, Mesh, Travel",Travel
C342,34,Female,Tier-3,Karnataka,Low,Self-Employed,Platinum,14,3915.96,9,Store,P1192,Apparel,Shirt,Uniqlo,3130.05,25,2347.54,4.3,153,Olive,M,Denim,Winter,1,0,3,Credit Card,Express,193.4,1,0,0,3,neutral,Uniqlo Olive Shirt Denim Apparel,"A olive shirt from Uniqlo made with denim. Designed for casual and suitable for customers looking for comfort, style, and dependable value in apparel.",The product was average. The olive look was fine but overall experience was mixed.,Need a olive shirt for casual under Rs. 3347,POL_WARRANTY,Watches and selected accessories carry a 6-month manufacturer warranty against manufacturing defects only. Physical damage is not covered.,images/P1192.jpg,Casual,"Olive, Denim, Casual",Casual
C343,52,Male,Tier-2,Telangana,Low,Engineer,Platinum,12,3955.46,13,Store,P1193,Apparel,Jacket,Levis,5460.92,25,4095.69,5.0,133,Navy,XL,Polyester,All-Season,1,1,2,Debit Card,Express,101.4,1,1,0,4,positive,Levis Navy Jacket Polyester Apparel,"A navy jacket from Levis made with polyester. Designed for winter and suitable for customers looking for comfort, style, and dependable value in apparel.",Loved the navy apparel product. Good quality and worth the price.,Need a navy jacket for winter under Rs. 5095,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1193.jpg,Winter,"Navy, Polyester, Winter",Winter
C344,33,Female,Tier-1,Tamil Nadu,High,Self-Employed,Gold,44,2842.16,7,App,P1194,Shoes,Running,Skechers,1761.02,30,1232.71,3.7,37,Black,S,Mesh,Monsoon,1,1,3,UPI,Express,315.3,1,1,0,3,neutral,Skechers Black Running Mesh Shoes,"A black running from Skechers made with mesh. Designed for office and suitable for customers looking for comfort, style, and dependable value in shoes.",The product was average. The black look was fine but overall experience was mixed.,Need a black running for office under Rs. 2232,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1194.jpg,Office,"Black, Mesh, Office",Office
C345,54,Female,Tier-3,Karnataka,Low,Student,Bronze,44,3266.39,1,Store,P1195,Apparel,Tshirt,Zara,3042.69,15,2586.29,3.1,137,Beige,L,Cotton,Winter,1,0,2,COD,Standard,157.6,1,0,0,4,positive,Zara Beige Tshirt Cotton Apparel,"A beige tshirt from Zara made with cotton. Designed for travel and suitable for customers looking for comfort, style, and dependable value in apparel.",Loved the beige apparel product. Good quality and worth the price.,Need a beige tshirt for travel under Rs. 3586,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1195.jpg,Travel,"Beige, Cotton, Travel",Travel
C346,25,Male,Tier-1,Maharashtra,High,Student,Bronze,32,3175.67,4,App,P1196,Accessories,Cap,Fastrack,2953.19,15,2510.21,4.1,31,Grey,L,Synthetic,Monsoon,1,0,1,Wallet,Express,213.1,1,1,0,2,negative,Fastrack Grey Cap Synthetic Accessorie,"A grey cap from Fastrack made with synthetic. Designed for travel and suitable for customers looking for comfort, style, and dependable value in accessories.",Not fully satisfied with the accessories item. Quality and fit could be better.,Need a grey cap for travel under Rs. 3510,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1196.jpg,Travel,"Grey, Synthetic, Travel",Travel
C347,57,Female,Tier-3,Tamil Nadu,Low,Manager,Silver,30,1585.24,6,Store,P1197,Apparel,Jeans,H&M,3949.99,0,3949.99,4.1,52,White,L,Polyester,Winter,1,0,3,Credit Card,Standard,81.6,1,0,0,3,neutral,H&M White Jeans Polyester Apparel,"A white jeans from H&M made with polyester. Designed for travel and suitable for customers looking for comfort, style, and dependable value in apparel.",The product was average. The white look was fine but overall experience was mixed.,Need a white jeans for travel under Rs. 4949,POL_SHIPPING,Standard delivery usually takes 3 to 5 business days. Express delivery usually takes 1 to 2 business days in serviceable locations.,images/P1197.jpg,Travel,"White, Polyester, Travel",Travel
C348,43,Female,Tier-3,Delhi,Medium,Manager,Platinum,34,2690.97,7,App,P1198,Accessories,Backpack,Puma,2131.31,0,2131.31,3.9,77,Grey,S,Fabric,Monsoon,1,1,1,Wallet,Express,228.7,1,0,1,4,positive,Puma Grey Backpack Fabric Accessorie,"A grey backpack from Puma made with fabric. Designed for office and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the grey accessories product. Good quality and worth the price.,Need a grey backpack for office under Rs. 3131,POL_SHIPPING,Standard delivery usually takes 3 to 5 business days. Express delivery usually takes 1 to 2 business days in serviceable locations.,images/P1198.jpg,Office,"Grey, Fabric, Office",Office
C349,47,Female,Tier-1,Maharashtra,Medium,Self-Employed,Silver,96,1791.58,3,Web,P1199,Accessories,Wallet,Fastrack,1316.77,30,921.74,4.0,136,Blue,L,Leather,Summer,1,1,1,Credit Card,Express,122.9,1,1,0,4,positive,Fastrack Blue Wallet Leather Accessorie,"A blue wallet from Fastrack made with leather. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the blue accessories product. Good quality and worth the price.,Need a blue wallet for sports under Rs. 1921,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1199.jpg,Sports,"Blue, Leather, Sports",Sports
C100,42,Female,Tier-3,Maharashtra,High,Self-Employed,Gold,37,4719.31,11,App,P1200,Accessories,Cap,Skybags,875.66,25,656.75,3.5,155,Black,M,Synthetic,All-Season,1,0,2,Wallet,Express,10.0,0,0,0,2,negative,Skybags Black Cap Synthetic Accessorie,"A black cap from Skybags made with synthetic. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Not fully satisfied with the accessories item. Quality and fit could be better.,Need a black cap for sports under Rs. 1656,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1200.jpg,Sports,"Black, Synthetic, Sports",Sports
C101,33,Male,Tier-1,Telangana,Medium,Student,Bronze,16,2114.16,7,Store,P1201,Shoes,Running,Skechers,1966.67,20,1573.34,4.2,34,Red,M,Leather,Summer,1,0,3,UPI,Express,233.6,1,1,0,4,positive,Skechers Red Running Leather Shoes,"A red running from Skechers made with leather. Designed for daily wear and suitable for customers looking for comfort, style, and dependable value in shoes.",Loved the red shoes product. Good quality and worth the price.,Need a red running for daily wear under Rs. 2573,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1201.jpg,Daily Wear,"Red, Leather, Daily Wear",Daily Wear
C102,30,Female,Tier-2,Telangana,High,Teacher,Silver,19,2023.83,10,App,P1202,Apparel,Tshirt,Uniqlo,7221.98,10,6499.78,4.0,116,Olive,M,Cotton,Winter,1,0,1,Wallet,Standard,207.5,1,0,0,2,negative,Uniqlo Olive Tshirt Cotton Apparel,"A olive tshirt from Uniqlo made with cotton. Designed for office and suitable for customers looking for comfort, style, and dependable value in apparel.",Not fully satisfied with the apparel item. Quality and fit could be better.,Need a olive tshirt for office under Rs. 7499,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1202.jpg,Office,"Olive, Cotton, Office",Office
C103,39,Male,Tier-3,Tamil Nadu,Medium,Engineer,Silver,36,2851.88,3,Store,P1203,Shoes,Formal,Skechers,3309.54,40,1985.72,4.8,133,Grey,XL,Synthetic,All-Season,0,1,1,Wallet,Standard,211.4,1,0,0,4,positive,Skechers Grey Formal Synthetic Shoes,"A grey formal from Skechers made with synthetic. Designed for sports and suitable for customers looking for comfort, style, and dependable value in shoes.",Loved the grey shoes product. Good quality and worth the price.,Need a grey formal for sports under Rs. 2985,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1203.jpg,Sports,"Grey, Synthetic, Sports",Sports
C104,25,Female,Tier-1,Delhi,High,Self-Employed,Gold,49,3835.12,6,App,P1204,Shoes,Running,Adidas,1848.73,15,1571.42,4.5,79,Grey,NA,Leather,All-Season,1,1,2,Debit Card,Standard,258.9,1,0,1,3,neutral,Adidas Grey Running Leather Shoes,"A grey running from Adidas made with leather. Designed for sports and suitable for customers looking for comfort, style, and dependable value in shoes.",The product was average. The grey look was fine but overall experience was mixed.,Need a grey running for sports under Rs. 2571,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1204.jpg,Sports,"Grey, Leather, Sports",Sports
C105,43,Male,Tier-3,Delhi,High,Manager,Gold,28,5443.79,6,Store,P1205,Accessories,Watch,Puma,3169.71,0,3169.71,3.9,13,Green,M,Synthetic,All-Season,1,1,2,Debit Card,Standard,39.5,1,1,0,3,neutral,Puma Green Watch Synthetic Accessorie,"A green watch from Puma made with synthetic. Designed for office and suitable for customers looking for comfort, style, and dependable value in accessories.",The product was average. The green look was fine but overall experience was mixed.,Need a green watch for office under Rs. 4169,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1205.jpg,Office,"Green, Synthetic, Office",Office
C106,54,Male,Tier-2,Delhi,Medium,Self-Employed,Bronze,24,3133.26,6,Store,P1206,Accessories,Cap,Fastrack,5207.09,40,3124.25,3.9,38,Brown,M,Fabric,All-Season,0,1,3,UPI,Standard,183.5,1,0,1,3,neutral,Fastrack Brown Cap Fabric Accessorie,"A brown cap from Fastrack made with fabric. Designed for daily use and suitable for customers looking for comfort, style, and dependable value in accessories.",The product was average. The brown look was fine but overall experience was mixed.,Need a brown cap for daily use under Rs. 4124,POL_WARRANTY,Watches and selected accessories carry a 6-month manufacturer warranty against manufacturing defects only. Physical damage is not covered.,images/P1206.jpg,Daily Use,"Brown, Fabric, Daily Use",Daily Use
C107,19,Male,Tier-1,Maharashtra,High,Self-Employed,Platinum,33,3578.42,11,Store,P1207,Accessories,Cap,Skybags,3119.7,0,3119.7,4.7,146,Grey,NA,Fabric,Monsoon,1,1,1,COD,Express,152.9,1,0,0,4,positive,Skybags Grey Cap Fabric Accessorie,"A grey cap from Skybags made with fabric. Designed for travel and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the grey accessories product. Good quality and worth the price.,Need a grey cap for travel under Rs. 4119,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1207.jpg,Travel,"Grey, Fabric, Travel",Travel
C108,40,Male,Tier-2,Telangana,Low,Engineer,Silver,14,5204.61,4,App,P1208,Shoes,Running,Skechers,1171.93,0,1171.93,4.6,63,Black,S,Synthetic,Monsoon,1,0,3,Wallet,Standard,233.9,1,0,0,4,positive,Skechers Black Running Synthetic Shoes,"A black running from Skechers made with synthetic. Designed for office and suitable for customers looking for comfort, style, and dependable value in shoes.",Loved the black shoes product. Good quality and worth the price.,Need a black running for office under Rs. 2171,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1208.jpg,Office,"Black, Synthetic, Office",Office
C109,20,Female,Tier-2,Tamil Nadu,High,Engineer,Gold,45,2792.13,7,App,P1209,Shoes,Running,Adidas,2062.69,30,1443.88,3.6,127,Red,XL,Mesh,Summer,1,0,3,UPI,Standard,103.7,1,1,0,4,positive,Adidas Red Running Mesh Shoes,"A red running from Adidas made with mesh. Designed for office and suitable for customers looking for comfort, style, and dependable value in shoes.",Loved the red shoes product. Good quality and worth the price.,Need a red running for office under Rs. 2443,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1209.jpg,Office,"Red, Mesh, Office",Office
C110,41,Female,Tier-3,Maharashtra,High,Teacher,Gold,66,4563.43,12,Store,P1210,Accessories,Cap,Wildcraft,2260.28,5,2147.27,4.6,18,Grey,M,Synthetic,All-Season,1,1,2,Wallet,Express,166.9,1,1,0,3,neutral,Wildcraft Grey Cap Synthetic Accessorie,"A grey cap from Wildcraft made with synthetic. Designed for office and suitable for customers looking for comfort, style, and dependable value in accessories.",The product was average. The grey look was fine but overall experience was mixed.,Need a grey cap for office under Rs. 3147,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1210.jpg,Office,"Grey, Synthetic, Office",Office
C111,41,Male,Tier-1,Maharashtra,High,Manager,Platinum,20,2186.76,14,App,P1211,Accessories,Watch,Titan,704.31,0,704.31,4.9,132,Green,L,Leather,Summer,1,1,1,Debit Card,Express,153.9,1,1,1,2,negative,Titan Green Watch Leather Accessorie,"A green watch from Titan made with leather. Designed for daily use and suitable for customers looking for comfort, style, and dependable value in accessories.",Not fully satisfied with the accessories item. Quality and fit could be better.,Need a green watch for daily use under Rs. 1704,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1211.jpg,Daily Use,"Green, Leather, Daily Use",Daily Use
C112,46,Male,Tier-1,Maharashtra,Medium,Engineer,Platinum,27,1231.99,3,Store,P1212,Accessories,Wallet,Skybags,499.0,0,499.0,4.2,174,Black,L,Fabric,All-Season,1,0,1,Wallet,Express,135.5,1,0,0,4,positive,Skybags Black Wallet Fabric Accessorie,"A black wallet from Skybags made with fabric. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the black accessories product. Good quality and worth the price.,Need a black wallet for sports under Rs. 1499,POL_SHIPPING,Standard delivery usually takes 3 to 5 business days. Express delivery usually takes 1 to 2 business days in serviceable locations.,images/P1212.jpg,Sports,"Black, Fabric, Sports",Sports
C113,45,Male,Tier-1,Tamil Nadu,Medium,Teacher,Platinum,38,2185.38,14,Web,P1213,Accessories,Watch,Fastrack,1978.68,20,1582.94,4.2,46,Blue,S,Synthetic,Monsoon,1,1,2,Credit Card,Standard,10.0,1,0,0,5,positive,Fastrack Blue Watch Synthetic Accessorie,"A blue watch from Fastrack made with synthetic. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the blue accessories product. Good quality and worth the price.,Need a blue watch for sports under Rs. 2582,POL_SHIPPING,Standard delivery usually takes 3 to 5 business days. Express delivery usually takes 1 to 2 business days in serviceable locations.,images/P1213.jpg,Sports,"Blue, Synthetic, Sports",Sports
C114,57,Female,Tier-2,Karnataka,High,Teacher,Bronze,26,3618.2,7,App,P1214,Shoes,Formal,Puma,3506.94,20,2805.55,4.5,150,Grey,S,Leather,All-Season,1,0,1,Credit Card,Express,180.3,1,1,0,2,negative,Puma Grey Formal Leather Shoes,"A grey formal from Puma made with leather. Designed for sports and suitable for customers looking for comfort, style, and dependable value in shoes.",Not fully satisfied with the shoes item. Quality and fit could be better.,Need a grey formal for sports under Rs. 3805,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1214.jpg,Sports,"Grey, Leather, Sports",Sports
C115,44,Male,Tier-3,Delhi,Medium,Self-Employed,Gold,66,3942.49,1,App,P1215,Apparel,Tshirt,Zara,499.0,40,299.4,4.3,51,Olive,M,Polyester,All-Season,0,0,1,Debit Card,Express,173.4,1,0,0,2,negative,Zara Olive Tshirt Polyester Apparel,"A olive tshirt from Zara made with polyester. Designed for office and suitable for customers looking for comfort, style, and dependable value in apparel.",Not fully satisfied with the apparel item. Quality and fit could be better.,Need a olive tshirt for office under Rs. 1299,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1215.jpg,Office,"Olive, Polyester, Office",Office
C116,29,Female,Tier-3,Karnataka,Low,Self-Employed,Silver,19,3458.57,11,App,P1216,Accessories,Backpack,Wildcraft,2674.3,20,2139.44,4.4,70,Black,S,Synthetic,Summer,1,0,3,Debit Card,Standard,146.6,1,0,0,3,neutral,Wildcraft Black Backpack Synthetic Accessorie,"A black backpack from Wildcraft made with synthetic. Designed for daily use and suitable for customers looking for comfort, style, and dependable value in accessories.",The product was average. The black look was fine but overall experience was mixed.,Need a black backpack for daily use under Rs. 3139,POL_RETURNS,Returns are allowed within 7 days of delivery for unused products with original packaging. Discounted products are returnable only if the discount is 30 percent or less.,images/P1216.jpg,Daily Use,"Black, Synthetic, Daily Use",Daily Use
C117,31,Female,Tier-3,Karnataka,High,Manager,Bronze,7,3634.79,6,Store,P1217,Accessories,Wallet,Fastrack,4190.73,30,2933.51,4.0,77,Green,XL,Leather,Winter,1,1,1,Debit Card,Express,162.8,1,1,0,4,positive,Fastrack Green Wallet Leather Accessorie,"A green wallet from Fastrack made with leather. Designed for travel and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the green accessories product. Good quality and worth the price.,Need a green wallet for travel under Rs. 3933,POL_SHIPPING,Standard delivery usually takes 3 to 5 business days. Express delivery usually takes 1 to 2 business days in serviceable locations.,images/P1217.jpg,Travel,"Green, Leather, Travel",Travel
C118,27,Male,Tier-1,Tamil Nadu,Low,Teacher,Gold,10,3307.24,9,App,P1218,Apparel,Tshirt,H&M,2737.77,30,1916.44,3.4,154,Navy,NA,Cotton,Summer,1,0,3,Credit Card,Express,175.7,1,0,0,2,negative,H&M Navy Tshirt Cotton Apparel,"A navy tshirt from H&M made with cotton. Designed for travel and suitable for customers looking for comfort, style, and dependable value in apparel.",Not fully satisfied with the apparel item. Quality and fit could be better.,Need a navy tshirt for travel under Rs. 2916,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1218.jpg,Travel,"Navy, Cotton, Travel",Travel
C119,56,Female,Tier-3,Tamil Nadu,High,Manager,Gold,25,3834.02,5,Web,P1219,Accessories,Wallet,Puma,1730.46,15,1470.89,3.8,152,Black,L,Synthetic,All-Season,1,1,1,Debit Card,Standard,146.5,1,1,0,3,neutral,Puma Black Wallet Synthetic Accessorie,"A black wallet from Puma made with synthetic. Designed for daily use and suitable for customers looking for comfort, style, and dependable value in accessories.",The product was average. The black look was fine but overall experience was mixed.,Need a black wallet for daily use under Rs. 2470,POL_REFUND,Refunds are processed after the returned item passes quality inspection. Prepaid refunds are generally issued within 5 to 7 business days.,images/P1219.jpg,Daily Use,"Black, Synthetic, Daily Use",Daily Use
C120,41,Male,Tier-2,Tamil Nadu,High,Student,Gold,39,3308.1,11,Store,P1220,Accessories,Backpack,Wildcraft,499.0,40,299.4,5.0,159,Grey,XL,Synthetic,Winter,0,0,2,COD,Standard,242.5,1,0,0,4,positive,Wildcraft Grey Backpack Synthetic Accessorie,"A grey backpack from Wildcraft made with synthetic. Designed for sports and suitable for customers looking for comfort, style, and dependable value in accessories.",Loved the grey accessories product. Good quality and worth the price.,Need a grey backpack for sports under Rs. 1299,POL_EXCHANGE,"Size exchanges are allowed within 10 days of delivery, subject to stock availability. Exchange is not available for intimate wear or final sale products.",images/P1220.jpg,Sports,"Grey, Synthetic, Sports",Sports
